testID,key,score
1990742,24041,0
1990742,21273,0
1990742,16642,0
1990742,14866,0
1990742,22000,0
1990742,15570,0
1990742,16709,0
1990742,14721,0
1990742,15437,1
1990742,21601,1
1990742,14636,0
1990742,23978,0
1990742,21320,0
1990742,14494,0
1990742,23994,0
1990742,15251,0
1990742,15380,0
1990742,15194,0
1990742,21464,0
1990742,15542,0
1990742,15002,0
1990742,15314,0
1990742,14609,0
1990742,15198,0
1990742,21970,0
1990742,21900,0
1990742,15284,0
1990742,21898,0
1990742,15543,0
1990742,15179,0
1990742,21973,1
1990742,24004,0
1990742,24085,0
1990742,21972,0
1990742,15568,0
1990742,21984,0
1990742,21698,0
1990742,21976,0
1990742,15433,1
1990742,15396,0
1990742,22011,0
1994889,23936,1
1994889,15474,1
1994889,21926,0
1994889,21965,0
1994889,23970,0
1994889,14976,0
1994889,24055,0
1994889,22140,0
1994889,24039,0
1994889,16644,0
1994889,23921,1
1994889,24007,0
1994889,24009,0
1994889,23937,0
1994889,21338,0
1994889,24049,0
1994889,21952,0
1994889,24041,0
1994889,21273,0
1994889,16642,0
1994889,14866,0
1994889,22000,0
1994889,15570,1
1994889,16709,0
1994889,14721,0
1994889,15437,0
1994889,21601,1
1994889,14636,0
1994889,23978,0
1994889,21320,0
1994889,14494,1
1994889,23994,1
1994889,15251,0
1994889,15380,0
1994889,15194,1
1994889,21464,0
1994889,15542,0
1994889,15002,0
1994889,15314,0
1994889,14609,0
1994889,15198,1
1994889,21970,1
1994889,21900,0
1994889,15284,0
1994889,21898,0
1994889,15543,0
1994889,15179,0
1994889,21973,1
1994889,24004,1
1994889,24085,0
1994889,21972,0
1994889,15568,0
1994889,21984,0
1994889,21698,0
1994889,21976,0
1994889,15433,1
1994889,15396,0
1994889,22011,0
1999410,21921,1
1999410,15474,0
1999410,21295,0
1999410,21935,0
1999410,23930,0
1999410,14976,0
1999410,21313,0
1999410,14811,0
1999410,21963,0
1999410,16644,1
1999410,23940,1
1999410,21931,1
1999410,21975,0
1999410,21298,1
1999410,21330,0
1999410,24069,1
1999410,22143,1
1999410,22016,0
1999410,21332,0
1999410,16642,0
1999410,14866,0
1999410,21471,0
1999410,15570,0
1999410,16709,1
1999410,14721,0
1999410,15437,1
1999410,21601,1
1999410,14636,0
1999410,23978,0
1999410,15591,1
1999410,14494,1
1999410,23994,1
1999410,15251,1
1999410,15380,0
1999410,15194,1
1999410,21464,0
1999410,15542,0
1999410,15002,0
1999410,15314,1
1999410,14609,1
1999410,15198,1
1999410,24037,1
1999410,21265,0
1999410,15284,1
1999410,21898,0
1999410,15543,0
1999410,15179,1
1999410,21964,0
1999410,24008,0
1999410,23925,0
1999410,21911,1
1999410,24047,1
1999410,21984,0
1999410,21318,0
1999410,21976,0
1999410,15433,1
1999410,15396,1
1999410,21297,1
2007720,21929,0
2007720,15474,0
2007720,23934,1
2007720,21327,0
2007720,21946,1
2007720,14976,0
2007720,23939,0
2007720,24035,0
2007720,21963,0
2007720,16644,0
2007720,21299,0
2007720,24010,0
2007720,22141,0
2007720,23944,1
2007720,21982,0
2007720,21373,0
2007720,23946,0
2007720,21344,0
2007720,14542,0
2007720,16642,0
2007720,14866,0
2007720,24051,0
2007720,15570,0
2007720,16709,0
2007720,14721,0
2007720,15437,0
2007720,21601,0
2007720,14636,0
2007720,23978,1
2007720,23989,0
2007720,14494,0
2007720,23994,0
2007720,15251,0
2007720,15380,1
2007720,15194,1
2007720,21464,0
2007720,15542,0
2007720,15002,0
2007720,15314,0
2007720,14609,0
2007720,15198,0
2007720,24021,0
2007720,14972,0
2007720,15284,0
2007720,21898,0
2007720,15543,0
2007720,15179,0
2007720,21973,1
2007720,21342,0
2007720,24005,0
2007720,21949,0
2007720,23933,0
2007720,21984,0
2007720,23947,0
2007720,21303,0
2007720,15433,1
2007720,15396,0
2007720,21266,0
2013605,21921,0
2013605,15474,0
2013605,21295,0
2013605,21935,0
2013605,23930,0
2013605,14976,0
2013605,21313,0
2013605,14811,0
2013605,21963,0
2013605,16644,0
2013605,23940,0
2013605,21931,1
2013605,21975,0
2013605,21298,0
2013605,21330,0
2013605,24069,0
2013605,22143,0
2013605,22016,0
2013605,21332,0
2013605,16642,0
2013605,14866,0
2013605,21471,0
2013605,15570,0
2013605,16709,0
2013605,14721,0
2013605,15437,0
2013605,21601,0
2013605,14636,1
2013605,23978,0
2013605,15591,0
2013605,14494,0
2013605,23994,0
2013605,15251,0
2013605,15380,0
2013605,15194,0
2013605,21464,0
2013605,15542,0
2013605,15002,0
2013605,15314,0
2013605,14609,0
2013605,15198,0
2013605,24037,0
2013605,21265,0
2013605,15284,0
2013605,21898,0
2013605,15543,0
2013605,15179,1
2013605,21964,0
2013605,24008,0
2013605,23925,0
2013605,21911,0
2013605,24047,0
2013605,21984,0
2013605,21318,0
2013605,21976,1
2013605,15433,0
2013605,15396,0
2013605,21297,0
2014346,21929,0
2014346,15474,0
2014346,23934,0
2014346,21327,0
2014346,21946,0
2014346,14976,0
2014346,23939,0
2014346,24035,0
2014346,21963,0
2014346,16644,0
2014346,21299,0
2014346,24010,0
2014346,22141,0
2014346,23944,0
2014346,21982,0
2014346,21373,0
2014346,23946,0
2014346,21344,0
2014346,14542,0
2014346,16642,1
2014346,14866,0
2014346,24051,0
2014346,15570,0
2014346,16709,0
2014346,14721,1
2014346,15437,0
2014346,21601,0
2014346,14636,0
2014346,23978,0
2014346,23989,0
2014346,14494,0
2014346,23994,1
2014346,15251,0
2014346,15380,1
2014346,15194,0
2014346,21464,0
2014346,15542,1
2014346,15002,0
2014346,15314,0
2014346,14609,0
2014346,15198,1
2014346,24021,0
2014346,14972,0
2014346,15284,0
2014346,21898,0
2014346,15543,0
2014346,15179,0
2014346,21973,1
2014346,21342,0
2014346,24005,0
2014346,21949,0
2014346,23933,0
2014346,21984,0
2014346,23947,0
2014346,21303,0
2014346,15433,0
2014346,15396,0
2014346,21266,0
2016514,21921,1
2016514,15474,0
2016514,21295,0
2016514,21935,0
2016514,23930,0
2016514,14976,0
2016514,21313,0
2016514,14811,0
2016514,21963,0
2016514,16644,0
2016514,23940,0
2016514,21931,1
2016514,21975,0
2016514,21298,1
2016514,21330,0
2016514,24069,0
2016514,22143,0
2016514,22016,0
2016514,21332,0
2016514,16642,0
2016514,14866,0
2016514,21471,0
2016514,15570,1
2016514,16709,0
2016514,14721,0
2016514,15437,0
2016514,21601,1
2016514,14636,0
2016514,23978,0
2016514,15591,1
2016514,14494,1
2016514,23994,1
2016514,15251,0
2016514,15380,0
2016514,15194,0
2016514,21464,0
2016514,15542,0
2016514,15002,0
2016514,15314,0
2016514,14609,0
2016514,15198,1
2016514,24037,0
2016514,21265,0
2016514,15284,0
2016514,21898,0
2016514,15543,1
2016514,15179,0
2016514,21964,0
2016514,24008,0
2016514,23925,0
2016514,21911,0
2016514,24047,1
2016514,21984,0
2016514,21318,0
2016514,21976,0
2016514,15433,0
2016514,15396,1
2016514,21297,0
2125277,23936,0
2125277,15474,1
2125277,21926,1
2125277,21965,0
2125277,23970,0
2125277,14976,0
2125277,24055,0
2125277,22140,0
2125277,24039,0
2125277,16644,1
2125277,23921,0
2125277,24007,0
2125277,24009,1
2125277,23937,1
2125277,21338,0
2125277,24049,1
2125277,21952,1
2125277,24041,0
2125277,21273,0
2125277,16642,0
2125277,14866,0
2125277,22000,0
2125277,15570,0
2125277,16709,0
2125277,14721,1
2125277,15437,0
2125277,21601,1
2125277,14636,0
2125277,23978,0
2125277,21320,0
2125277,14494,1
2125277,23994,0
2125277,15251,0
2125277,15380,0
2125277,15194,1
2125277,21464,0
2125277,15542,1
2125277,15002,1
2125277,15314,0
2125277,14609,1
2125277,15198,0
2125277,21970,0
2125277,21900,0
2125277,15284,0
2125277,21898,0
2125277,15543,1
2125277,15179,0
2125277,21973,1
2125277,24004,0
2125277,24085,0
2125277,21972,1
2125277,15568,0
2125277,21984,0
2125277,21698,0
2125277,21976,0
2125277,15433,0
2125277,15396,1
2125277,22011,0
2125899,23936,1
2125899,15474,1
2125899,21926,1
2125899,21965,0
2125899,23970,0
2125899,14976,1
2125899,24055,0
2125899,22140,0
2125899,24039,0
2125899,16644,0
2125899,23921,1
2125899,24007,0
2125899,24009,1
2125899,23937,0
2125899,21338,0
2125899,24049,1
2125899,21952,0
2125899,24041,1
2125899,21273,0
2125899,16642,0
2125899,14866,0
2125899,22000,0
2125899,15570,1
2125899,16709,1
2125899,14721,1
2125899,15437,0
2125899,21601,1
2125899,14636,1
2125899,23978,1
2125899,21320,0
2125899,14494,1
2125899,23994,1
2125899,15251,1
2125899,15380,1
2125899,15194,1
2125899,21464,0
2125899,15542,0
2125899,15002,1
2125899,15314,0
2125899,14609,1
2125899,15198,1
2125899,21970,0
2125899,21900,1
2125899,15284,1
2125899,21898,0
2125899,15543,0
2125899,15179,1
2125899,21973,1
2125899,24004,0
2125899,24085,0
2125899,21972,1
2125899,15568,0
2125899,21984,0
2125899,21698,0
2125899,21976,1
2125899,15433,1
2125899,15396,1
2125899,22011,1
2221424,23936,1
2221424,15474,0
2221424,21926,0
2221424,21965,0
2221424,23970,0
2221424,14976,0
2221424,24055,0
2221424,22140,0
2221424,24039,0
2221424,16644,0
2221424,23921,0
2221424,24007,0
2221424,24009,0
2221424,23937,0
2221424,21338,0
2221424,24049,0
2221424,21952,0
2221424,24041,0
2221424,21273,1
2221424,16642,0
2221424,14866,0
2221424,22000,0
2221424,15570,0
2221424,16709,0
2221424,14721,1
2221424,15437,0
2221424,21601,0
2221424,14636,0
2221424,23978,0
2221424,21320,0
2221424,14494,0
2221424,23994,0
2221424,15251,0
2221424,15380,0
2221424,15194,1
2221424,21464,0
2221424,15542,0
2221424,15002,0
2221424,15314,0
2221424,14609,0
2221424,15198,0
2221424,21970,0
2221424,21900,0
2221424,15284,0
2221424,21898,0
2221424,15543,0
2221424,15179,0
2221424,21973,1
2221424,24004,0
2221424,24085,0
2221424,21972,0
2221424,15568,0
2221424,21984,0
2221424,21698,0
2221424,21976,0
2221424,15433,0
2221424,15396,0
2221424,22011,0
2223496,21929,1
2223496,15474,0
2223496,23934,0
2223496,21327,0
2223496,21946,0
2223496,14976,0
2223496,23939,0
2223496,24035,0
2223496,21963,0
2223496,16644,0
2223496,21299,0
2223496,24010,0
2223496,22141,0
2223496,23944,1
2223496,21982,0
2223496,21373,0
2223496,23946,0
2223496,21344,0
2223496,14542,0
2223496,16642,0
2223496,14866,0
2223496,24051,0
2223496,15570,0
2223496,16709,0
2223496,14721,0
2223496,15437,0
2223496,21601,1
2223496,14636,0
2223496,23978,0
2223496,23989,0
2223496,14494,0
2223496,23994,0
2223496,15251,0
2223496,15380,1
2223496,15194,0
2223496,21464,0
2223496,15542,0
2223496,15002,0
2223496,15314,0
2223496,14609,0
2223496,15198,0
2223496,24021,0
2223496,14972,0
2223496,15284,0
2223496,21898,0
2223496,15543,0
2223496,15179,0
2223496,21973,0
2223496,21342,0
2223496,24005,0
2223496,21949,0
2223496,23933,0
2223496,21984,0
2223496,23947,0
2223496,21303,0
2223496,15433,0
2223496,15396,0
2223496,21266,0
2224199,23936,1
2224199,15474,0
2224199,21926,0
2224199,21965,0
2224199,23970,0
2224199,14976,0
2224199,24055,0
2224199,22140,0
2224199,24039,0
2224199,16644,1
2224199,23921,0
2224199,24007,0
2224199,24009,1
2224199,23937,0
2224199,21338,0
2224199,24049,0
2224199,21952,0
2224199,24041,1
2224199,21273,0
2224199,16642,0
2224199,14866,0
2224199,22000,0
2224199,15570,0
2224199,16709,0
2224199,14721,1
2224199,15437,0
2224199,21601,0
2224199,14636,1
2224199,23978,0
2224199,21320,0
2224199,14494,0
2224199,23994,1
2224199,15251,0
2224199,15380,0
2224199,15194,0
2224199,21464,0
2224199,15542,0
2224199,15002,0
2224199,15314,0
2224199,14609,0
2224199,15198,0
2224199,21970,0
2224199,21900,0
2224199,15284,0
2224199,21898,0
2224199,15543,0
2224199,15179,0
2224199,21973,0
2224199,24004,0
2224199,24085,0
2224199,21972,0
2224199,15568,0
2224199,21984,0
2224199,21698,0
2224199,21976,0
2224199,15433,0
2224199,15396,0
2224199,22011,0
2224684,21929,0
2224684,15474,0
2224684,23934,1
2224684,21327,0
2224684,21946,1
2224684,14976,0
2224684,23939,0
2224684,24035,0
2224684,21963,0
2224684,16644,1
2224684,21299,0
2224684,24010,1
2224684,22141,1
2224684,23944,1
2224684,21982,0
2224684,21373,0
2224684,23946,0
2224684,21344,0
2224684,14542,0
2224684,16642,1
2224684,14866,0
2224684,24051,0
2224684,15570,0
2224684,16709,1
2224684,14721,0
2224684,15437,1
2224684,21601,1
2224684,14636,0
2224684,23978,0
2224684,23989,1
2224684,14494,1
2224684,23994,1
2224684,15251,1
2224684,15380,0
2224684,15194,1
2224684,21464,0
2224684,15542,0
2224684,15002,0
2224684,15314,0
2224684,14609,0
2224684,15198,0
2224684,24021,0
2224684,14972,0
2224684,15284,0
2224684,21898,0
2224684,15543,0
2224684,15179,0
2224684,21973,1
2224684,21342,0
2224684,24005,0
2224684,21949,0
2224684,23933,0
2224684,21984,0
2224684,23947,0
2224684,21303,0
2224684,15433,0
2224684,15396,1
2224684,21266,1
2225967,21921,1
2225967,15474,1
2225967,21295,0
2225967,21935,0
2225967,23930,0
2225967,14976,0
2225967,21313,0
2225967,14811,1
2225967,21963,1
2225967,16644,0
2225967,23940,1
2225967,21931,1
2225967,21975,0
2225967,21298,1
2225967,21330,0
2225967,24069,0
2225967,22143,1
2225967,22016,1
2225967,21332,1
2225967,16642,1
2225967,14866,1
2225967,21471,0
2225967,15570,1
2225967,16709,0
2225967,14721,0
2225967,15437,0
2225967,21601,1
2225967,14636,0
2225967,23978,0
2225967,15591,1
2225967,14494,1
2225967,23994,0
2225967,15251,1
2225967,15380,1
2225967,15194,1
2225967,21464,0
2225967,15542,0
2225967,15002,0
2225967,15314,0
2225967,14609,0
2225967,15198,0
2225967,24037,0
2225967,21265,0
2225967,15284,0
2225967,21898,0
2225967,15543,0
2225967,15179,0
2225967,21964,0
2225967,24008,0
2225967,23925,0
2225967,21911,0
2225967,24047,0
2225967,21984,0
2225967,21318,0
2225967,21976,0
2225967,15433,0
2225967,15396,0
2225967,21297,0
2227144,23936,1
2227144,15474,1
2227144,21926,0
2227144,21965,0
2227144,23970,0
2227144,14976,0
2227144,24055,0
2227144,22140,0
2227144,24039,0
2227144,16644,0
2227144,23921,1
2227144,24007,0
2227144,24009,1
2227144,23937,0
2227144,21338,0
2227144,24049,1
2227144,21952,1
2227144,24041,0
2227144,21273,0
2227144,16642,0
2227144,14866,0
2227144,22000,0
2227144,15570,0
2227144,16709,0
2227144,14721,0
2227144,15437,0
2227144,21601,0
2227144,14636,0
2227144,23978,1
2227144,21320,0
2227144,14494,0
2227144,23994,1
2227144,15251,0
2227144,15380,1
2227144,15194,1
2227144,21464,0
2227144,15542,0
2227144,15002,0
2227144,15314,0
2227144,14609,0
2227144,15198,0
2227144,21970,1
2227144,21900,0
2227144,15284,0
2227144,21898,0
2227144,15543,0
2227144,15179,0
2227144,21973,1
2227144,24004,0
2227144,24085,0
2227144,21972,0
2227144,15568,0
2227144,21984,0
2227144,21698,0
2227144,21976,0
2227144,15433,0
2227144,15396,0
2227144,22011,1
2231113,23936,1
2231113,15474,0
2231113,21926,0
2231113,21965,0
2231113,23970,0
2231113,14976,1
2231113,24055,0
2231113,22140,0
2231113,24039,1
2231113,16644,1
2231113,23921,1
2231113,24007,0
2231113,24009,1
2231113,23937,0
2231113,21338,0
2231113,24049,0
2231113,21952,0
2231113,24041,0
2231113,21273,0
2231113,16642,0
2231113,14866,0
2231113,22000,0
2231113,15570,0
2231113,16709,1
2231113,14721,0
2231113,15437,0
2231113,21601,0
2231113,14636,0
2231113,23978,0
2231113,21320,0
2231113,14494,1
2231113,23994,0
2231113,15251,0
2231113,15380,1
2231113,15194,1
2231113,21464,0
2231113,15542,0
2231113,15002,0
2231113,15314,0
2231113,14609,0
2231113,15198,0
2231113,21970,1
2231113,21900,0
2231113,15284,0
2231113,21898,0
2231113,15543,0
2231113,15179,0
2231113,21973,1
2231113,24004,0
2231113,24085,0
2231113,21972,0
2231113,15568,0
2231113,21984,0
2231113,21698,0
2231113,21976,0
2231113,15433,0
2231113,15396,1
2231113,22011,0
2236390,23936,1
2236390,15474,0
2236390,21926,0
2236390,21965,0
2236390,23970,0
2236390,14976,0
2236390,24055,0
2236390,22140,0
2236390,24039,0
2236390,16644,0
2236390,23921,0
2236390,24007,0
2236390,24009,1
2236390,23937,0
2236390,21338,0
2236390,24049,1
2236390,21952,0
2236390,24041,0
2236390,21273,0
2236390,16642,1
2236390,14866,0
2236390,22000,0
2236390,15570,0
2236390,16709,0
2236390,14721,1
2236390,15437,0
2236390,21601,1
2236390,14636,0
2236390,23978,0
2236390,21320,0
2236390,14494,0
2236390,23994,0
2236390,15251,1
2236390,15380,0
2236390,15194,0
2236390,21464,0
2236390,15542,0
2236390,15002,0
2236390,15314,0
2236390,14609,0
2236390,15198,0
2236390,21970,0
2236390,21900,0
2236390,15284,0
2236390,21898,0
2236390,15543,0
2236390,15179,0
2236390,21973,1
2236390,24004,0
2236390,24085,0
2236390,21972,0
2236390,15568,0
2236390,21984,0
2236390,21698,0
2236390,21976,0
2236390,15433,0
2236390,15396,1
2236390,22011,0
2239721,21921,1
2239721,15474,0
2239721,21295,0
2239721,21935,0
2239721,23930,0
2239721,14976,0
2239721,21313,0
2239721,14811,0
2239721,21963,0
2239721,16644,0
2239721,23940,1
2239721,21931,1
2239721,21975,0
2239721,21298,1
2239721,21330,0
2239721,24069,0
2239721,22143,0
2239721,22016,0
2239721,21332,0
2239721,16642,0
2239721,14866,0
2239721,21471,0
2239721,15570,0
2239721,16709,0
2239721,14721,1
2239721,15437,0
2239721,21601,0
2239721,14636,0
2239721,23978,0
2239721,15591,0
2239721,14494,0
2239721,23994,0
2239721,15251,0
2239721,15380,1
2239721,15194,0
2239721,21464,0
2239721,15542,0
2239721,15002,0
2239721,15314,0
2239721,14609,0
2239721,15198,0
2239721,24037,0
2239721,21265,0
2239721,15284,0
2239721,21898,0
2239721,15543,0
2239721,15179,0
2239721,21964,0
2239721,24008,0
2239721,23925,0
2239721,21911,0
2239721,24047,0
2239721,21984,0
2239721,21318,0
2239721,21976,0
2239721,15433,0
2239721,15396,0
2239721,21297,0
2241381,21921,1
2241381,15474,0
2241381,21295,0
2241381,21935,0
2241381,23930,0
2241381,14976,0
2241381,21313,0
2241381,14811,0
2241381,21963,0
2241381,16644,0
2241381,23940,1
2241381,21931,1
2241381,21975,0
2241381,21298,1
2241381,21330,0
2241381,24069,0
2241381,22143,0
2241381,22016,0
2241381,21332,0
2241381,16642,1
2241381,14866,0
2241381,21471,0
2241381,15570,0
2241381,16709,0
2241381,14721,0
2241381,15437,0
2241381,21601,1
2241381,14636,0
2241381,23978,1
2241381,15591,1
2241381,14494,0
2241381,23994,0
2241381,15251,0
2241381,15380,1
2241381,15194,1
2241381,21464,0
2241381,15542,0
2241381,15002,0
2241381,15314,0
2241381,14609,0
2241381,15198,1
2241381,24037,0
2241381,21265,0
2241381,15284,0
2241381,21898,0
