"","f.obj1","f.obj2"
"1",0.0206014437145645,0.0417204538225441
"2",0.00182215542685122,0.00183893094042419
"3",0.21676824204153,0.161958397646968
"4",0.0285498646899662,0.0325620289879948
"5",0.0825106337147118,0.158041279601262
"6",0.00457760031412984,0.00468210966016879
"7",0.0266468637113462,0.0426789906637411
"8",0.232569707591006,0.167072389052308
"9",0.0185780031883762,0.0164515146486727
"10",0.0229623340226177,0.0295263606280071
"11",0.002109606940612,0.0020738793418492
"12",0.0772915600941614,0.137214716397885
"13",0.0143641800317073,0.0523099377993376
"14",1.90324809319848e-05,1.90125228907978e-05
"15",0.0990478668539125,0.0460901915409933
"16",0.0131112882276949,0.0163571790760055
"17",0.372166105189492,0.108155907745175
"18",0.0346043260743765,0.0534118090664967
"19",0.00940166074078701,0.00937431128785848
"20",0.0516405752994088,0.0360804893025147
"21",0.134568429420895,0.0514298825064358
"22",0.0544339193148301,0.150208929357388
"23",0.074305290249957,0.0413327480517538
"24",0.208197967764164,0.0371405175336989
"25",0.139228413118407,0.198422316912113
"26",1.46868956872679e-05,1.46642983485261e-05
"27",0.0174252315925089,0.0393103020849114
"28",0.0120771062821773,0.0138280773668731
"29",0.157194160565169,0.434312211598682
"30",0.00633769544007103,0.00627291881017257
"31",0.0723324873368237,0.0512433307758949
"32",0.350575616862232,0.423269255712015
"33",0.0102645263901365,0.0110342939790064
"34",0.0099686265401431,0.000739356341406128
"35",0.487577435360301,0.224551548109012
"36",0.00156706617583089,0.00155018895907261
"37",0.037614156267461,0.0839477121751024
"38",0.129526500534015,0.101502501094582
"39",0.0365457480713381,0.101487587488299
"40",0.0404215744871865,0.132018818179347
"41",0.0021739283091092,0.0100930329922107
"42",0.0306473627582448,0.0800406053336269
"43",0.00645366673597329,0.0299345625123061
"44",0.0556325076390307,0.03648834460078
"45",0.00129947291685043,4.8130783134098e-05
"46",6.47162652345111e-06,6.46732098939083e-06
"47",0.0603021681331527,0.0186463962899631
"48",0.010916274373549,0.0114294503258247
"49",0.0102655203959539,0.00857148781492513
"50",0.0116539700992583,0.0338646169406011
"51",0.348139001015687,0.167691357713625
"52",0.0135360003908682,0.0153597229258316
"53",0.0111758402640367,0.0115841471528623
"54",0.00210695655185998,0.00211969120766523
"55",4.56211746668031e-05,4.5532754783144e-05
"56",0.00857348337188547,0.0226802813854435
"57",0.284357158763007,0.377973843203737
"58",0.444320122965309,0.437281655153488
"59",0.00135837255164121,0.00133435664090891
"60",8.7328165091287e-07,8.73189119247133e-07
"61",0.0118802629267623,0.0534999264830642
"62",0.136498980804589,0.0764574470655984
"63",0.529303848650056,0.260601650429527
"64",0.0138712418979168,0.0128508803821607
"65",0.0810113908928805,0.0374386608167296
"66",0.113215464357178,0.339262280671534
"67",0.0732274004551559,0.0106953240812096
"68",0.00470443887700125,0.00451997266786985
"69",0.00168257443587034,0.00166233714881005
"70",0.0795495956528839,0.0868616577140603
"71",0.04450568014514,0.101393659791706
"72",0.168144240952715,0.108464504444202
"73",0.00435263433466261,0.000229245415041137
"74",0.0213332301923435,0.0231627997173757
"75",0.0125999176968812,0.0140311715487087
"76",0.0207955375238863,0.00695029246839636
"77",0.281809525830132,0.0633746826513037
"78",0.0348021936419557,0.0173878322461824
"79",0.104967759798892,0.113105401182882
"80",0.212865093374833,0.0580827010705352
"81",0.000846326114072136,0.000842212819497893
"82",0.0432239486612721,0.125739005373524
"83",0.000566182971145564,0.000566851545050507
"84",0.0132273911578398,0.0128526169303034
"85",0.176722758304903,0.113723611388376
"86",0.646496006392732,0.30209664977022
"87",0.144840208659626,0.0369697965525241
"88",0.0862634071780899,0.173043183163094
"89",0.0303332790084827,0.0133815436917575
"90",0.0372552159141913,0.0639051287511062
"91",0.0594916624288749,0.142516710289982
"92",0.0226858753969152,0.0171885463538643
"93",0.029839113126643,0.0272291098172029
"94",0.16363254562132,0.344792074775077
"95",0.00247700231248143,0.000136492306070705
"96",0.265716854333002,0.128062897735796
"97",0.00235585213184716,0.0023504736337397
"98",0.256955029902732,0.531589392990254
"99",0.00981341031284064,0.0101103180502217
"100",0.548160698861404,0.430691223382449
"101",0.0175568085520263,0.0194703225001646
"102",0.0692063634955819,0.0529757947217697
"103",0.060737386428606,0.0324428202108262
"104",0.0124812563613514,0.0561006291542738
"105",0.0312397627595871,0.0256172621161159
"106",0.0831751729301374,0.0922298445213729
"107",0.00107345757694257,0.00105729558235294
"108",0.120976091921935,0.133729181865144
"109",0.0686784894061433,0.0731643834727825
"110",0.00886770672757761,0.00965542641733924
"111",0.00283624447854912,0.0132543410965127
"112",0.0217962632616272,0.0292537584318867
"113",0.171682057326148,0.239559779445869
"114",0.357040984105153,0.0643656339993624
"115",0.343123255986628,0.051027455012545
"116",0.143344168058644,0.0419970172219834
"117",0.0889193704548056,0.173729469294869
"118",0.10898948158693,0.0118932323273996
"119",0.0617614696180076,0.00510807654598666
"120",0.172974927635921,0.462309478751608
"121",0.00935467067564259,0.0104883275523825
"122",0.197259716588097,0.0782333848720081
"123",0.0219161045985982,0.0330077992757089
"124",0.413677125720556,0.216822392043257
"125",0.0102530969794185,0.0107715016270014
"126",0.127617331304409,0.0684146667591808
"127",0.243944522724779,0.248329382325367
"128",0.181422946764323,0.206027574066931
"129",0.00115628635634065,0.00516382983660161
"130",0.109865290218336,0.132770609688916
"131",0.00125275548312726,0.00584819080861244
"132",0.416236921889777,0.268444388395063
"133",0.0722864483137962,0.0771758222778923
"134",0.27842439617327,0.149057045584826
